video,onca,caseiro,fake news,ironia,notícia,Conservacionistas,comment_text
video3,positivo,neutro,não,sim,neutra,,"Esse Brasil é uma vergonha e nunca vai para frente. <br>Tem vários predadores sexuais matando e abusando de mulheres e crianças não vê um abençoado pedindo justiça ou morte.<br>Agora a onça um animal irracional com instinto de caçar para sobreviver, ataca raramente e vem milhares querendo tirar a vida dela ou cobrar justiça. <br>Esse é o Brasil 😂🤦🏽"
video3,neutro,neutro,sim,sim,neutra,,Hoje um animal vale mais que um ser humano que pais das leis tortas
video3,neutro,neutro,não,não,neutra,,Muitos são pessoas simples..ninguém sente falta..ou a câmeras pra registrar
video3,positivo,neutro,não,não,neutra,,C o ser humano e assim TMB. Um homen mata a mulher e condenado e responde em liberdade. Isso qnd  sai pela porta da delegacia. Porq não foi preso em flagrante. E nós sustentamos. A onça pelo menos e irracional
video3,positivo,neutro,não,não,neutra,,Egoista.<br>Animais tambem gosta de viver
video3,neutro,neutro,não,não,neutra,,"Exceto na parte q diz no dia seguinte sentiram a falta dele,sendo q na mesma manhã eles já tinham notado q a onça tinha pegado ele pois viram sangue e o crânio dele esmagado na passarela"
video3,neutro,neutro,não,não,neutra,,As queimadas fez um desequilíbrio n mata n bioma isso alterou a rotina dos animais
video3,neutro,neutro,não,não,neutra,,Concordo   se  numa  região  q  não  tem  outros  animais grandes  pra  onça  se  alimentar  tipo  vacas ovelhas  poucos .a  onça  não  pode  se  amiga de  seres umanos tem  q  ex-sister  um  cuidado  amais  da  parte  do  seres humanos
video3,neutro,neutro,não,não,neutra,,A onça não será solta..
video3,negativo,neutro,não,não,neutra,,Como ele tem família aí se souta ela cera abatida pelo menos se fosse um parente meu provavelmente ela teria sido abatida antes de ser capturada.
video3,neutro,neutro,não,sim,neutra,,Um facão bem afiado um  38 até as guelas uma 12 com baletao tudo em resolvido
video3,neutro,neutro,não,sim,neutra,,"Aproveitavam e passavam o cartucho em ti também,     mais 💩 menos 💩 <br>😂😂"
video3,neutro,neutro,não,não,neutra,,Coitado dos cachorros.<br>Teria sim que ter uma espingarda mto potente.
video3,positivo,positivo,não,não,neutra,,"As pessoas tem que entender  que eles envadem o território  dos animais, tem q respeitar ...pohha isso  é  uma agressão  contra a natureza ... eu lamento  muito  pela  seu Jorge  tadinho ele só  foi uma vítima desses fazendeiros  que desmatam a florestas  para  fazer fazenda. E ainda querem ter ração,  mesmo agredindo a  a natureza."
video3,neutro,positivo,não,não,neutra,,"Meu Deus,seu jorge era muito corajoso,se eu sei que tem uma onça em algum lugar eu não fico la.<br>Tenho medo até de sapo,não consigo passar perto quando vejo um.<br>Que ele descansa em paz,morreu trabalhando 😢"
video3,neutro,positivo,não,não,neutra,,PARABÉNS pelo comentário.<br>Meus SENTIMENTOS a família.
video3,negativo,neutro,não,sim,neutra,,"&quot;Essa história de que onça não é predador de humanos, é conversa de biólogo de Zoo, quero vê na floresta aberta do jeito que vivemos.&quot; Disse o indígena, e eu concordo plenamente."
video3,neutro,neutro,não,sim,neutra,,Quando a gente falava MEU DEUS NUNCA VI ISSO ANTES...meu finado pai falava MEU FILHO NUNCA SE COMEÇA PELA SEGUNDA VEZ (SEMPRE TEM A PRIMEIRA)
video3,neutro,neutro,não,não,neutra,,"Ao meu ver esse animal foi sevado pela frequência que ele estava ai, nas proximidades da casa, acabou despraticando a caça e acabou comendo o sevador em um ato de desespero causado pela fome, tão lógico que um animal desse em pleno Pantanal não era para estar desnutrido dessa forma que esse estava, tem alguma coisa que não bate!!!"
video3,neutro,neutro,sim,não,neutra,,é impressionante as leis do Brasil proger essas feras que tira a vida de ser humano será que uma onça vale que uma vida humana
video3,neutro,neutro,não,não,neutra,,"O vídeo começa <a href=""https://www.youtube.com/watch?v=lV3ij_QPp78&amp;t=366"">6:06</a>"
video3,neutro,neutro,não,não,ruim,,Nossa como IA aumenta.... o cara vivia sozinho a quase 20 an9s... como outros ouviram a onça???   Se era 150 km da  cidade??
video3,neutro,neutro,não,não,neutra,,@@danielabarreto3007 cada merda que agente tem que ler.. quem está falando sobre isso.. os dois neurônios a menos em algumas fazem muita diferença
video3,neutro,positivo,não,não,boa,,"Animaçao perfeita, Como faz alguem sabe? Parabens pelo video, meus pesames a familia"
video3,neutro,negativo,não,não,neutra,,Meu chara também já sabia da onça do perigo mas na deu a mínima aí no q deu eu heim
video3,negativo,neutro,não,não,neutra,,Essa onça é criminosa
video3,neutro,neutro,não,não,neutra,,Exatamente
video3,positivo,positivo,não,não,neutra,,"Mas é verdade, tanto ele quanto ela perderam o medo um do outro. Porém, ele foi ingênuo e ela predadora. Não que ele estevisse errado, mas ele agiu como humano e ela como onça. E só."
video3,positivo,positivo,não,não,neutra,,"Eu sinto muito pelo senhor jorge😢 muito triste...mais temos que ter conciência que são animais selvagens em meio ao seu habitar natural, seres irracionais movidos pelo seus extintos de caça e proteção ."
video3,neutro,negativo,não,não,neutra,,"Certamente eles alimentavam esse animal e por isso ele se mantinha por ai mesmo. Comia o que deixavam pra ele, por essa razão nem caçava mais, ficava à espreita e por falta de alimento, atacou ele. 😢"
video3,positivo,neutro,não,não,neutra,,Concordo também o animal não tem culpa
video3,positivo,neutro,não,não,neutra,,"Felinos,são muito.inteligentes"
video3,negativo,neutro,sim,não,neutra,,Que deus conforte os fMihliaris  a lei e fraca a vida da onça e mais valiosa do que o çer humano que pena
video3,negativo,neutro,não,não,neutra,,COM URGENCIA RECOLHER ESTAS ONÇAS QUE ESTÃO SOLTAS POR FAVOR
video3,neutro,neutro,não,não,neutra,,Tem os marruás também
video3,neutro,neutro,não,não,neutra,,Concordo plenamente com vc
video3,neutro,neutro,não,não,neutra,,"Mentira, muita presa no rio, ou na mata. O homem tem que proteger primeiro a sua espécie, e sua família"
video3,negativo,neutro,não,não,neutra,,SER HUMANO É MAIS IMPORTANTE QUE UM ANIMAL.
video3,neutro,neutro,não,não,neutra,,Igual pitbull
video3,neutro,neutro,não,não,boa,,Exepcional 👏👏👏
video3,neutro,negativo,não,não,neutra,,"O que leva a pensar, que não andavam armado? Está errado, à arma faz parte da indumentária do pantaneiro, no entanto a rotina, e a convivência pacífica, com onças pintadas, parda,  jacarés, cobras, leva ao descuido, o homem não faz parte do cardápio predatório, apesar desse não nos ver como ameaça,  somos algo que não aprendeu à predar, no caso exposto, que levou a fatalidade, o histórico nos leva a concluir que aquela área,  virou seu território,  a onça passou a viver ali, encontrar alimentos com facilidade, e segurança,  e a convivência pacífica com humanos, inclusive existe relatos , que a onça brigava com outras invasoras, pela manhã, ela ficava na redondeza, observava os seres humanos, e nunca os atacou, nesse dia algo fora da rotina  aconteceu,  o dia demorou a raiar,  eles se encontraram bruscamente, e  ouve o embate fatal...No dia seguinte o animal estava lá no seu território e agora com novo cardápio..."
video3,neutro,neutro,não,não,neutra,,Se filmaram ela próximo a casa <br>Onde está o vídeo na hora do incidente??
video3,neutro,negativo,não,não,neutra,,O seu jorge alimentava a onca todo dia <br>E por isso a onca tava ai no dia do ataque
video3,neutro,neutro,não,sim,neutra,,"Onde você mora já foi habitat de algum animal, agora o animal aí é vc"
video3,neutro,neutro,não,não,neutra,,Verdade
video3,neutro,negativo,não,não,neutra,,Ele com 60 anos fazendo isso e nunca ocorreu nada...estava confiante
video3,neutro,neutro,não,não,neutra,,"​@@Carl-n5lnesse local, aonde tem onça..  fazia uma casa para cachorro de grande porte. Que cabesse, 10 cachorro da fila brasileiro 🇧🇷.  De dia soltava 3 fila brasileiro.  De noite, até de manhã.  Todos ficaria solto .  Os 10 cachorro fila brasileiro"
video3,neutro,neutro,não,não,neutra,,Verdade
video3,neutro,neutro,não,não,neutra,,Vdd eu n teria pena
video3,neutro,neutro,sim,não,neutra,,A fome as demarcação os animais estão sem saída p casar poriso não desmate não coloquem as mão no que deús deixo conservem e triste mas foi isso fome.teiste foi o homem.ataque fugiria mas é fome gritando por comidas pare de destruírem.
video3,positivo,neutro,não,não,neutra,,"Se tem afeto pela humanidade, então não pode pregar a morte da onça.<br><br>É crime."
video3,negativo,neutro,não,não,neutra,,"Oq surpreende é a onca n ter atacado antes, n se pode confiar em animal selvagem"
video3,negativo,negativo,não,não,neutra,,"Quando era criança tinha em torno de 13 anos, morávamos no interior e eu gostava muito de ir passear em uns vizinhos nosso para assistir TV porque não tínhamos luz em casa naquele tenpo e conversar com eles eram umas pessoas muito humildes, mas senpre me perdia no horário e voltava pr casa sempre a noite e tinha que subir uma serra de mais ou menos uns 3 quilômetros. Teve um dia que fui passear lá senpre fazia isso já estva acostumado com o trajeto e o passeio e já tinha até perdido o medo do escuro, mas neste dia estava claro pois havia um linda Lua no céu, estava subindo esse morro pela estrada no lado esquerdo havia um proteiro onde tinha gado e ao lado direito abaixo uma plantação de Azevem que pr quem não conhece é um tipo de pastagem, derepente eu ousso um barulho de corrida no porteiro e patas no chão, não liguei pensei deve ser o gado fazemdo barulhos atoa, e derepente eu osso um pulo por detrás de vindo do proteiro, aquilo havia pulado a cerca que ficava encima do baranco, baranco dava de 2 a 3 metros de altura e a cerca mais 1 metro ou seja 4 metros em tudo. Quando escutei esse barulho do bicho pulando e caindo atrás de mim na plantação de Azevem e fazendo barulho nas pedras da estrada que havia na lateral da estrada, me apavorei e instintivamente comecei a correr e aquilo vinha atrás de mim correndo para me pegar, não tive coragem de olhar para trás para ver o que era 😅, pois sabia se fizesse isso iria ficar paralisado de medo então continuei correndo, em uma curva da estrada tive até que frear morro acima pr fazer ela de tanta corrida que estava, corri tanto que quando me deparei já estva no top do morro aí os cachorros de um vizinho próximo começaram a latir e aquilo parou de me seguir, eu calculo que fiz esse 3 quilômetro em 5 segundos não sei se foi adrenalina que fez isso ou se sou de outro planeta 😅, mas a corrida foi igual a do flash nessa hora creio que viramos super humanos 😂😂, mas enfim por muito tenpo fiquei penando que seria uma assombração me asustando pois quem morra noninterior sabe que isso é rotineiro, mas hj em dia temho certeza que escapei do ataque de uma onça e creio que ela já estva de vista em mim a tenpo igual ao que aconteceu ao senhor do vídeo, não sou especialista mas creio que os animais estão se adaptando ao ser humano e tratar eles com ingenuidade é pedir para ser a próxima presa."
video3,neutro,positivo,não,não,neutra,,"Triste tragédia,que Deus conforte toda família e familiares de Jorge"
video3,negativo,neutro,sim,não,neutra,,Concordo o que diz dão mais valor a besta fera do que a vida do ser humano
video3,neutro,positivo,não,não,neutra,,Muito triste meu Senhor.Meus sentimentos a todos os familiares e amigos nesse momento de tamanha dor!!!🙏🙏🙏
video3,neutro,neutro,não,sim,neutra,,"Pra esses que estão dizendo que a culpa é do homem ou do ser humano que invadiu o território dos animais ou da onça, onde é mesmo o território do homem ? é em qual planeta vocês sabem?"
video3,neutro,neutro,não,não,boa,,Ótimo vídeo. Parabéns ao canal.
video3,neutro,positivo,não,não,neutra,,"Qual o motivo que levou o  animal  a mudar o seus hábitos, pelo que sabemos , onça evita contato com seres humanos.<br>     Alguma coisa que fez com que mudasse esse hábito, território,  falta de presas , alguma doença, período de reprodução.<br>   O esclarecimento se faz necessário, para que não volte a acontecer .<br>   Meus sentimentos a família e amigos do Sr. Jorge  Avalos.😌🙏"
video3,neutro,neutro,não,não,neutra,,Não tem alma....ñ
video3,neutro,neutro,não,não,neutra,,"Foi encontrado jorge a 200mtro do local , e não 50mt"
video3,neutro,neutro,não,não,neutra,,"Eitaaaa,ganhar na loteria !"
video3,negativo,neutro,não,não,neutra,,Vc compara a vida de um ser humano com a liberdade de animal?
video3,neutro,positivo,não,não,neutra,,Tadinho do Senhor Jorge.😢 Morte horrível!
video3,neutro,neutro,não,não,ruim,,"Quem acompanhou esse caso tão bem documentado como eu sabe que esse video ficou uma 💩 mal feita, é bem destorcida."
video3,negativo,neutro,não,não,neutra,,"Valorizar  a  vida de um  ser humano  sim,  vida  de  um animal    selvagem  só  com  calibre  12  e de preferência  2  canos."
video3,neutro,neutro,não,não,neutra,,Muito triste 😢😢
video3,neutro,neutro,não,sim,neutra,,Por que a Polícia Ambiental não capturou a onça antes dela retornar ao mesmo lugar onde deixou os rastros? Quanta incompetência. Precisou um ser humano ser devorado para tomar a iniciativa.
video3,neutro,negativo,não,sim,neutra,,Achou que podia ser amigo da onça.
video3,neutro,neutro,não,não,neutra,,Os animais estão perdendo seu habitat natural. As caças abatidas pelo próprio homem e as florestas sendo devastadas por incêndio e pelo próprio homem tbm. É triste!😢😢😢
video3,neutro,neutro,não,não,neutra,,Fato
video3,neutro,neutro,não,não,neutra,,Falta de alimento? O que mais tem é capivara nesse lugar..fora outros animais e peixes .. jacarés....
video3,positivo,positivo,não,não,neutra,,"Meus sentimentos aos familiares 😢 muito triste o que aconteceu, lamentável 😢😢. Só que as pessoas esquecem que é um animal selvagem da matas, são caçadores. Os animais selvagem não tem sentimentos e não sabem se sua presas são humanos ou bichos, infelizmente foi um acidente uma morte muito horrível 😞. Os próprios seres humanos não tem piedade da sua própria raça matam, estrupa, jogam seus filhos recém nascidos no lixo, matam seus próprios filhos e filhos matam seus próprios pais, essa raça sim é perigosa, e fazem sem ter um sentimento e dor ao próximo..... A pior raça não é os animais selvagem, e sim o próprio seres humanos."
video3,neutro,neutro,sim,não,neutra,,Que liberdade  gente  nois tá  sem valor agora a onça  tem mais valor que um ser humano  vai pra casa
video3,neutro,neutro,não,não,neutra,,Se tivesse preocupado teria feito.<br>Só pensa no suor
video3,positivo,neutro,não,não,neutra,,"Que assassino? <br>Aqui estou vendo só um animal silvestre tratando um humano como presa, por fome, por domínio do território, por alguém ter alimentado e ter acostumado a dar algo ao animal. <br>As pessoas tomam conta do habitat do bicho e o bicho que é “assassino”. <br>Assassinato pra mim é quem de maneira racional mata o outro por pura maldade. <br>Esses felinos tendem a se manter longe da raça humana. Então, há algo por trás desse trágico fato."
video3,negativo,neutro,sim,não,neutra,,"no norte de Minas uma onça pregou uma menina ela desceu do ônibus e não tinha ninguém esperando ela,mais constataram que foi onça"
video3,neutro,neutro,não,não,neutra,,Lugar dece não pode andar desarmado e sempre atento mesmo assim e perigoso
video3,neutro,neutro,não,não,neutra,,@flora7602  é isso mesmo ...  triste  realidade  😢
video3,neutro,neutro,não,não,neutra,,Verdade
video3,neutro,neutro,não,não,neutra,,"@@TheMariopires1 podes morar na floresta desde que respeite os animais. Os índios vivem com eles e sabem que não devem dar nenhum tipo de alimento fora da cadeia alimentar de qualquer tipo de animal, são sábios! Os da cidade querem dar alimentos para fazer selfies e o feitiço virando contra o feiticeiro"
video3,neutro,neutro,não,não,neutra,,Falou tudo. Ainda estão em seu hábitat.
video3,positivo,neutro,não,não,neutra,,São muito inteligentes 😮
video3,neutro,neutro,não,não,neutra,,Com onça não se brinca.
video3,neutro,neutro,não,não,neutra,,"Era lugar de turismo então não podia, o Sobrinho do Jorge já disse que ninguém ficava no emprego, somente o Jorge ficava pois não tinha medo das onças, ele já chegou a sair, só que o patrão pediu pra ele voltar"
video3,negativo,neutro,sim,não,neutra,,O ser umano no Brasil não  têm  valores as feras é  outros animais têm  muito mais valor e ece Brasil ama mais uma fera doque a vida de um trabalhador uo até  mesmo uma criança  enocente ajente fica muito revoltado com essas Leis sujas porcas dê  quém  não  têm  amor no CORAÇÃO
video3,negativo,neutro,sim,não,neutra,,"Tinham que te  matado ela sim , e um bicho do mato muito perigoso todos nos sabemos disso  mas pelo oque estou vendo a vida desse monstro vale mais doque a <br>vida desse Senhor 🥹😡"
video3,neutro,neutro,não,não,neutra,,"Era uma onça  macho, não tinha filhotes."
video3,neutro,negativo,não,não,neutra,,Como Ele já sabia que o Animal já rondava aquele ambiente a casa 🏠 Ele deveria anda sempre armado
video3,negativo,neutro,não,sim,neutra,,Quem gosta de cobras de onças leva pra casa
video3,neutro,neutro,não,não,neutra,,Vá dizer que um bichão desse não tem consciência?
video3,neutro,neutro,não,não,neutra,,Um dia isso acaba acontecendo ​@@gilbertovinhas
video3,neutro,neutro,não,não,neutra,,"Essa onça é velha, então já não conseguia caçar essas presas"
video3,neutro,neutro,não,não,neutra,,Muito triste
video3,neutro,neutro,não,sim,neutra,,Larga mão de falar bosta  é só vc não invadir o habitat dos animais que  nenhum te ataca
video3,negativo,neutro,sim,não,neutra,,Tiro de advertência isso e brincadeira né ai deram tiro para cima ai fizeram crime tiro alheio ai pagarão a onça vam arrumar um advogado para ela também para audiência de custódia minha gente se foi um vida humana ai um animal miserável desse destruído vida humana te mais valor quem defende e porque não foi um parente deles um filho um pai um mãe e ai
video3,neutro,neutro,não,não,neutra,,Palavras tem poder
video3,neutro,neutro,não,sim,neutra,,Chega de entender de onça<br>Foi uma tragédia<br>A onça já foi presa<br>Cenas as onças e depois matam
video3,neutro,neutro,não,não,neutra,,"Tudo  tem limite , ate quando vai isso ..<br>."
video3,negativo,neutro,não,não,neutra,,Teria sim se tivesse um 12 sacadeira eu não ando em mato que tem onça cem arma nem que me pague o mal das pessoas é acreditar no mito que onça não ataca humano 😂😂😂
video3,neutro,neutro,não,não,neutra,,Deus abençoe <br>Jesus estar voltando
video3,neutro,neutro,não,não,neutra,,Meu nome é❤❤❤❤
video3,neutro,neutro,não,não,neutra,,Meu Deus 😢Muito triste...
video3,neutro,neutro,não,não,neutra,,meu Deus misericórdia  e terrível  DEUS fez os animais mas o homem tem que se preparar pra o que der e vier 😢😢😢😢
video3,neutro,neutro,não,não,neutra,,"Quando aquele que filmou as pegadas, dizendo, Jorge a onça vai te comer,,eu creio que ja tinha sido um aviso de Deus."
video3,neutro,positivo,não,não,boa,,Muito triste tudo isso! Meus sentimentos a toda família. E que narração suave conseguir vi todo vídeo! Só não foi falado do dono dá casa ou chácara ou fazenda . Algum depoimento dele <br>De alerta nas câmeras. Enfim muito delicado .
video3,neutro,neutro,não,não,neutra,,A lição dada é: respeitem a natureza do animal. Respeito cabe em todo lugar até na natureza
video3,neutro,neutro,não,sim,neutra,,"Hoje em dia os homens invadem o espaço dos animais,e fora que o ser humano em si não vale nada ,sou mais os animais"
video3,neutro,neutro,sim,sim,neutra,,"LULA É  O CULPADO PELA MORTE DO SR. JORGE.... LULA TIROU O DIREITO DO SR. JORGE , A TER UMA ARMMAAAAA..!!!"
video3,neutro,negativo,não,não,neutra,,"O cara sabendo do perigo,e não tomou providência, achando que onça não ataca seres humanos,confiou demais , e teve coragem demais de está ali sem uma arma de fogo, não podemos desleixar com a vida."
video3,negativo,positivo,sim,não,neutra,,Realmente ela já estava monitorando pra caçar...ela já havia escolhido a presa (Jorge)...<br>Minha Condolências a família de Jorge.
video3,neutro,neutro,não,não,neutra,,Muita coincidência esse vídeo dias antes!
video3,neutro,positivo,não,não,boa,,Ótima  reportagem  que Deus  dê ao senhor  luz  meus  sentimentos  a  Família  Jesus  abençoe
video3,negativo,neutro,não,não,neutra,,Capturaram uma onça ok? Mas e as outras ??? Essa ta muito magra pra quem comeu meio homem!!! Então tem que capturar todas da área... Porque elas vao continuar sendo um perigo mortal...
video3,neutro,neutro,não,não,neutra,,Todo cuidado é pouco!
video3,positivo,positivo,não,não,neutra,,"Sinto muito pelo senhor Jorge, coitado!<br>Todos os dias os seres humanos matam animais de forma cruel, as vezes pra comer ou por pura maldade. <br>A onça estava no habitat dela, não raciocina e estava com fome"
video3,negativo,neutro,não,não,neutra,,Revoltante não terem matado essa maldita onça
video3,neutro,positivo,não,não,neutra,,"O conhecimento nem sempre da o domínio sobre algo, nesse caso, a natureza. Muito triste. Que Deus conforte a família e amigos"
video3,neutro,neutro,não,não,neutra,,"Não. Trabalho manual mesmo, edição própria. Algumas cenas ilustrativas eu fiz com ia para complementar, mas no geral, tudo eu."
video3,negativo,neutro,não,não,neutra,,Era pra executa porque a onça mato
video3,neutro,neutro,não,não,neutra,,"Falo por mim, vivo tanto longe da natureza, que quando tem algo assim fico chocada, mas natureza é natureza, brutal!"
video3,neutro,negativo,não,não,neutra,,"O MEDO é algo essencial para a nossa sobrevivência, o problema é que o ser humano subestima as coisas por se achar inteligente demais, de fato ele não teve medo, e talvez pelo costume em conviver com esses animais confiou que ela não o atacaria.😢"
video3,neutro,neutro,não,não,neutra,,Ele deve ser solto mais 30k para viver
video3,neutro,neutro,não,não,neutra,,"Ele poderia está com alguma arma pra sua proteção, que sofrimento esse homem passou, nunca desejo nem pra um inimigo o que ele sofreu"
video3,neutro,negativo,não,não,neutra,,"Um amigo meu que tem muito conhecimento sobre caça e sobre onças, e que ela já sabe que o ser humano está ali até antes de o ser humano enchergar ela ... E muitas das vs ela passa para mostrar sua presença, para não avança"
video3,neutro,positivo,não,não,neutra,,MEU DEUS QUE TRISTE TANTO SOFRIMENTOS PARA À FAMÍLIA..NÃO BRINQUEM COM ANIMAIS SELVAGEM ....MEUS SENTIMENTOS AOS FAMILIARES E AMIGOS QUI DEUS IHE DÊ UM BOM LUGAR SEU JORGE...😂😢😮😅😊
video3,negativo,neutro,não,não,neutra,,Magra  nada  ela  ta e gorda  si deixa  ela  solta  ela  vai  matar  mais  pessoas
video3,negativo,neutro,não,não,neutra,,Não minha opinião os parentes do seu Jorge tinha que ter dado cabo deste demônio. Deixou quem levou seu ente querido viver isso não entrar na minha cabeça
video3,neutro,neutro,não,sim,neutra,,Levam todos políticos e o STF lá pra elas comerem essas pragas do Brasil
video3,neutro,neutro,sim,não,neutra,,"A escassez de presa natural, o desmatamento, a falta de cuidado com nossa Fauna e Flora, infelizmente essa é a conta que vamos pagar"
video3,neutro,neutro,não,não,neutra,,"Meus sentimentos a família, acompanhei os acontecimentos, muito triste o que aconteceu com seu Jorge.  Os sinais eram muitos, de algo terrível poderiam acontecer.😢"
video3,neutro,negativo,não,não,neutra,,Meus sentimentos para toda família e a amigos. <br>Descansa em paz Jorge 😢
video3,neutro,neutro,não,não,boa,,Parabéns pela reportagem!! Muito bem narrada 👏👏👏
video3,neutro,neutro,não,sim,neutra,,porque qi não manda a polícia ambiental morar lá agora
video3,positivo,neutro,não,não,neutra,,"O certo é ter cuidado. Os animais têm seu instinto e devem ser respeitados. Mais predador e nocivo que o ser humano, eu desconheço, nem por isso ninguém monta grupos para exterminar a espécie humana. Parabéns aos profissionais locais que capturaram o animal sem o machucar."
video3,neutro,neutro,não,não,neutra,,1 comentário 100  criticas meu deus 😒
video3,neutro,neutro,não,sim,neutra,,"Viva com as onças, longe dos &quot;malditos&quot;, pelas suas palavras, se sentirá em casa."
video3,negativo,neutro,não,não,neutra,,"Já fui até uma fazenda, na beira do Araguaia, próxima onde gravaram a novela &quot;O Rei do gado&quot;, e no dia anterior uma onça tinha ido lá na varanda da casa... Bem complicado, fomos embora ao   anoitecer, todo mundo morrendo de medo, por ter que abrir as porteiras das outras fazendas para ir embora... <br><br>Em outra fazenda que passeamos, também no Goiás nas proximidades do Araguaia, a onça pegou uma ovelha a noite, e o caseiro ficou agoniado... Chegou de manhã na sede avisando que não era para ninguém andar só, dai eu já estava andando a cerca de 300 metros de distância da casa da sede, então vi em uma baixada os restos da ovelha, que estava uns outros 300 metros de distância de onde eu estava parada... O caseiro estava com a espingarda e me disse para ir voltando na direção dele sem virar de costas para o local onde estava os restos dilacerados da ovelha, voltamis para a casa da sede e daí fomos embora, o caseiro teve que ficar na fazenda, mas estava já atento... Provavelmente deve ter feito alguma coisa para espantar o bicho, mas ele deixou a onça com a ovelha caçada... <br><br>Basicamente eu prefiro evitar locais, que eu saíba que tenha animais desse tipo perto... <br><br>Nas chácaras em BSB estão tendo aparições de onças ultimamente... Até em áreas do centro na cidade, perto da Ponte JK já houve avistamentos desses felinos... <br><br>É sempre bom ter cuidado... Os animais estão se acostumando com as cidades e povoados, é mais fácil conseguir alimentos..."
video3,neutro,neutro,não,não,neutra,,Coitado...só Deus sabe o que sofreu nos ultimos minutos😢
video3,positivo,neutro,não,não,neutra,,A culpa não foi do animal
video3,neutro,neutro,sim,não,neutra,,"Alguém viu a filmagem real? Eu vi as fotos... Bizarro, só sobrou metade do corpo do Sr.Jorge, as pernas .."
video3,neutro,neutro,não,não,neutra,,"Protejam as onças e ponham limites ao ser humano,o ser mais predatório do planeta 😂"
video3,neutro,negativo,não,não,neutra,,Se ela estava rondando a casa ele deveria ficar atento talvez pela idade ou inocência de viver ali sempre vendo esses animais junto por perto jamais pensou nessa possibilidade de ataque ....
video3,neutro,neutro,não,não,neutra,,Não sei como não tinha uma faca boa na cintura ou um revólver...foi muito descuido.nem cachorro tinha pelo quintal pra latir e avisar a chegada de algum animal estranho 😊
video3,neutro,neutro,não,não,neutra,,E o habitat do ser humano é onde?
video3,neutro,neutro,não,não,neutra,,Ele devia     ter dado  ouvido as  brincadeiras   e     ficado atento    aos  sinais   .❤
video3,neutro,neutro,não,não,neutra,,😢
video3,neutro,neutro,não,não,neutra,,A MANIA DO SER HUMANO É  ACHAR QUE SABE TUDO
video3,neutro,neutro,não,não,neutra,,Quem comete crime e o ser humano.
video3,positivo,neutro,não,não,neutra,,"O ser humano já fez coisas pióres com onças, matando o animal e exibindo como troféu , a onça é irracional , o ser humano é racional e mesmo assim não respeita a natureza matando desmatando destruindo o que Deus criou , não devemos culpar um animal irracional o karma cóbra."
video3,neutro,neutro,não,não,neutra,,Bom ☀️ dia.
video3,neutro,neutro,sim,não,neutra,,"Acho que muita gente nao sabe o que eu ja sei, porque ja ouvi a muito tempo que vai chegar o dia em que os animais selvagens irão invadir as cidades em busca de alimentos, e podem ter certeza que eles nao vão pra supermercado não, vão comer o que ver pela frente(o que for carne, para animais carnívoros) e é claro que outros animais que se alimentam de outras coisas também virão, pela falta de alimentação nas florestas, e é biblico, que muitos dos seres humanos serão devorados pelas feras da terra."
video3,neutro,negativo,não,não,neutra,,"Na cadeia alimentar enquanto tiver comida a população  da espécie  so aumenta como no caso os animais que as onças  c alimentava talvez ja estivessem  diminuido como capivara ,jacaré, porcos do mato , mas o que mais causou o ataque foi deixar a onça  rondar a casa dele pois c tratava d um animal  selvagem  isso é  loucura. <br>Devemos respeitar  os animais pois nunca c sabe o que passa na cabeça  do mesmo ."
video3,negativo,negativo,não,não,neutra,,"Eu falo que as onça estavam brigando antes, era a disputa da pressa mas ele inocente não percebeu , ele não tinha intenção de matar o animal e sim de preservar."
video3,positivo,neutro,não,não,neutra,,DEIXEM O ANIMAL EM PAZ
video3,neutro,neutro,não,não,neutra,,"Eu como brasileiro e cidadão comum, exijo uma investigação do fato 100% apurado e comprovado de todas as maneiras.    Está fraquíssima essa investigação.      <br><br><br>Lembre-se, o dono da verdade vive para todo o sempre.     Ele é Justo e não se vende."
video3,neutro,neutro,não,não,neutra,,Não concordo as onças atacan sim é o extinto de qualquer animal predador da natureza.
video3,neutro,neutro,sim,não,neutra,,Onça estava magra desnutrida apática esfomeada    por isso atacou  o que dizem não tinha animais  no mato😢
video3,neutro,neutro,não,não,neutra,,Se o Jorge tivesse uma carabina nas mãos andando por estes matos teria tido pelo menos uma chance de sobreviver.
video3,neutro,neutro,não,sim,neutra,,Entra na favela por engano pra voce ver o que eles fazem
video3,neutro,neutro,não,não,neutra,,"Exato, os animais avisam. E pessoas que moram nesses locais tem que ter armas pra se defender."
video3,neutro,neutro,não,não,neutra,,Elas matam os animais também 😢
video3,neutro,neutro,não,não,neutra,,"Aqui em bela vista de Goiás, está parecendo muito onça preta e parda😮😮"
video3,neutro,neutro,não,não,neutra,,ele deveria usar mais câmeras pra monitorar a área da casa!
video3,neutro,neutro,não,não,neutra,,@ZonaPredadória qual ferramenta está usando para fazer este tipo de vídeo realista. Parabéns pelo vídeo.
video3,neutro,neutro,sim,não,neutra,,Verdade os animais emas privilegiado do q os homa nos
video3,neutro,neutro,não,não,neutra,,"Na verdade essa orça estava sendo cevada , faltou comida é ela foi no mas fácil está é a verdade"
video3,negativo,neutro,sim,não,neutra,,A onça já era a costumada a consumi carne humana
video3,neutro,neutro,não,não,neutra,,Vdd né...qtos registros vc tem pra tal afirmação?
video3,neutro,neutro,não,não,neutra,,O animal vale mais que o ser humano
